Level	No	Chinese	Pinyin	English
5	460	特色	tèsè	characteristic
5	461	提倡	tíchàng	promote
5	462	题目	tímù	subject
5	463	体贴	tǐtiē	Considerate
5	464	体验	tǐyàn	experience
5	465	天空	tiānkōng	sky
5	466	天真	tiānzhēn	naive
5	467	调整	tiáozhěng	adjustment
5	468	通常	tōngcháng	usually
5	469	统一	tǒngyī	Unified
5	470	痛快	tòngkuài	Happy, to one`s great satisfaction
5	471	偷	tōu	steal
5	472	投资	tóuzī	Investment
5	473	突出	tūchū	prominent
5	474	土豆	tǔdòu	Potato
5	475	兔子	tùzi	Rabbit
5	476	推辞	tuīcí	Refuse
5	477	推荐	tuījiàn	Recommend
5	478	退	tuì	retreat
5	479	退休	tuìxiū	retire
5	480	外公	wàigōng	grandpa (mother’s side)
5	481	完整	wánzhěng	complete
5	482	玩具	wánjù	Toys
5	483	万一	wànyī	In case
5	484	威胁	wēixié	threaten
5	485	维修	wéixiū	Repair
5	486	围绕	wéirào	around
5	487	尾巴	wěiba	tail
5	488	委屈	wěiqu	suffer from injustice
5	489	胃	wèi	stomach
5	490	位于	wèiyú	Be located
5	491	未必	wèibì	not necessarily
5	492	温柔	wēnróu	Tender
5	493	文具	wénjù	Stationery
5	494	文学	wénxué	literature
5	495	稳定	wěndìng	Stable
5	496	问候	wènhòu	To greet
5	497	卧室	wòshì	Bedroom
5	498	无数	wúshù	Countless
5	499	勿	wù	Not
5	500	物质	wùzhì	material
5	501	吸取	xīqǔ	Draw
5	502	系统	xìtǒng	system
5	503	戏剧	xìjù	drama
5	504	吓	xià	scare
5	505	夏令营	xiàlìngyíng	Summer camp
5	506	下载	xiàzài	download
5	507	显然	xiǎnrán	Obviously
5	508	县	xiàn	county
5	509	现象	xiànxiàng	phenomenon
5	510	香肠	xiāngcháng	sausage
5	511	相当	xiāngdāng	Quite
5	512	相似	xiāngsì	Be similar
5	513	想念	xiǎngniàn	miss
5	514	享受	xiǎngshòu	enjoy
5	515	项链	xiàngliàn	Necklace
5	516	象征	xiàngzhēng	Symbolize
5	517	消极	xiāojí	negative
5	518	消失	xiāoshī	disappear
5	519	小气	xiǎoqi	Mean
5	520	孝顺	xiàoshun	Filial piety
5	521	斜	xié	oblique
5	522	写作	xiězuò	writing
5	523	心理	xīnlǐ	Psychology
5	524	心脏	xīnzàng	heart
5	525	信任	xìnrèn	trust
5	526	行为	xíngwéi	behavior
5	527	形容	xíngróng	describe
5	528	形势	xíngshì	situation
5	529	形状	xíngzhuàng	shape
5	530	幸运	xìngyùn	lucky
5	531	兄弟	xiōngdì	Brother
5	532	虚心	xūxīn	With an open mind, modest
5	533	宣布	xuānbù	Announce
5	534	学术	xuéshù	learning
5	535	询问	xúnwèn	inquiry
5	536	训练	xùnliàn	training
5	537	押金	yājīn	deposit
5	538	牙齿	yáchǐ	tooth
5	539	宴会	yànhuì	banquet
5	540	痒	yǎng	itch
5	541	样式	yàngshì	style
5	542	腰	yāo	waist
5	543	咬	yǎo	bite
5	544	夜	yè	night
5	545	业余	yèyú	amateur
5	546	依然	yīrán	still
5	547	一旦	yídàn	once; in case
5	548	一致	yízhì	Agreement
5	549	一再	yízài	repeatedly
5	550	移民	yímín	immigrant
5	551	疑问	yíwèn	Doubt
5	552	以来	yǐlái	Since
5	553	意外	yìwài	Accident
5	554	议论	yìlùn	Discussion
5	555	义务	yìwù	obligation
5	556	因素	yīnsù	Factor
5	557	英俊	yīngjùn	Handsome and spirited
5	558	营养	yíngyǎng	Nutrition
5	559	硬	yìng	hard
5	560	应付	yìngfu	cope with
5	561	应用	yìngyòng	application
5	562	拥挤	yōngjǐ	Crowded
5	563	勇气	yǒngqì	courage
5	564	用功	yònggōng	Diligent
5	565	优惠	yōuhuì	preferential; favorable
5	566	优势	yōushì	advantage
5	567	悠久	yōujiǔ	long
5	568	油炸	yóuzhá	Fried
5	569	有利	yǒulì	favourable, beneficial
5	570	娱乐	yúlè	entertainment
5	571	预报	yùbào	prediction
5	572	预防	yùfáng	Prevention
5	573	圆	yuán	circular
5	574	元旦	uándàn	New year’s Day
5	575	员工	yuángōng	employee
5	576	愿望	yuànwàng	desire, wish
5	577	晕	yūn	faint
5	578	运气	yùnqi	luck
5	579	运用	yùnyòng	Application
5	580	灾害	zāihài	disaster
5	581	在乎	zàihu	care about
5	582	再三	zàisān	repeatedly
5	583	赞成	zànchéng	Agreement
5	584	糟糕	zāogāo	Too bad
5	585	造成	zàochéng	cause
5	586	责备	zébèi	Reproach
5	587	窄	zhǎi	narrow
5	588	展开	zhǎnkāi	Open
5	589	掌握	zhǎngwò	master
5	590	账户	zhànghù	account
5	591	珍惜	zhēnxī	cherish
5	592	阵	zhèn	front
5	593	睁	zhēng	open (eyes)
5	594	争取	zhēngqǔ	strive for
5	595	整个	zhěnggè	Whole
5	596	整齐	zhěngqí	neat
5	597	正	zhèng	just
5	598	政府	zhèngfǔ	government
5	599	证件	zhèngjiàn	Certificates
5	600	支	zhī	branch (measure word)
5	601	支票	zhīpiào	Check
5	602	指导	zhǐdǎo	guidance
5	603	制定	zhìdìng	Formulate
5	604	制造	zhìzào	Manufacture
5	605	智慧	zhìhuì	wisdom
5	606	秩序	zhìxù	order
5	607	中介	zhōngjiè	intermediary
5	608	中旬	zhōngxún	Mid
5	609	周到	zhōudào	thoughtful
5	610	逐步	zhúbù	gradually
5	611	竹子	zhúzi	Bamboo
5	612	主持	zhǔchí	Host
5	613	主观	zhǔguān	subjective
5	614	主题	zhǔtí	theme
5	615	主任	zhǔrèn	Headmaster
5	616	抓	zhuā	grab
5	617	专家	zhuānjiā	expert
5	618	专心	zhuānxīn	Attentively
5	619	转告	zhuǎngào	Tell, transmit
5	620	装	zhuāng	pretend
5	621	装修	zhuāngxiū	decorate house
5	622	状况	zhuàngkuàng	status
5	623	追	zhuī	run after
5	624	资格	zīgé	Qualifications
5	625	资料	zīliào	data
5	626	姿势	zīshì	posture
5	627	紫	zǐ	purple
5	628	字幕	zìmù	Subtitle
5	629	自动	zìdòng	automatic
5	630	自由	zìyóu	free
5	631	综合	zōnghé	comprehensive
5	632	总共	zǒnggòng	In total
5	633	总理	zǒnglǐ	prime minister
5	634	总算	zǒngsuàn	finally
5	635	总之	zǒngzhī	in short, in brief
5	636	组成	zǔchéng	Form
5	637	组织	zǔzhī	organization
5	638	作文	zuòwén	composition
5	639	哎	āi	Oh
5	640	爱护	àihù	Care
5	641	爱惜	àixī	Cherish
5	642	安装	ānzhuāng	install
5	643	暗	àn	dark
5	644	把握	bǎwò	grasp
5	645	摆	bǎi	pendulum
5	646	办理	bànlǐ	handle
5	647	傍晚	bàngwǎn	Evening
5	648	包裹	bāoguǒ	package
5	649	包括	bāokuò	Include
5	650	薄	báo	thin
5	651	宝贝	bǎobèi	baby
5	652	保持	bǎochí	keep
5	653	保险	bǎoxiǎn	Insurance
5	654	抱怨	bàoyuàn	Complain
5	655	报道	bàodào	report
5	656	报社	bàoshè	Newspaper office
5	657	背	bèi	Back
5	658	本质	běnzhì	essence
5	659	彼此	bǐcǐ	each other
5	660	毕竟	bìjìng	after all
5	661	避免	bìmiǎn	avoid
5	662	编辑	biānjí	edit
5	663	便	biàn	then, in that case
5	664	标点	biāodiǎn	punctuation
5	665	表明	biǎomíng	Indicate
5	666	病毒	bìngdú	virus
5	667	播放	bōfàng	play
5	668	脖子	bózi	neck
5	669	不要紧	búyàojǐn	Never mind
5	670	布	bù	cloth, textile
5	671	不安	bù’ān	Uneasy, unstable
5	672	不得了	bùdéliǎo	Very
5	673	不如	bùrú	not as good as
5	674	步骤	bùzhòu	step
5	675	采访	cǎifǎng	interview
5	676	彩虹	cǎihóng	Rainbow
5	677	参与	cānyù	participate in
5	678	惭愧	cánkuì	Be ashamed
5	679	操心	cāoxīn	Worry
5	680	册	cè	volume, book
5	681	测验	cèyàn	test
5	682	曾经	céngjīng	once
5	683	差距	chājù	disparity; distance
5	684	产品	chǎnpǐn	product
5	685	长途	chángtú	Long-distance
5	686	抄	chāo	copy
5	687	超级	chāojí	super
5	688	朝	cháo	towards
5	689	炒	chǎo	fry
5	690	吵架	chǎojià	quarrel
5	691	车厢	chēxiāng	carriage
5	692	沉默	chénmò	silent
5	693	称呼	chēnghu	to address
5	694	承认	chéngrèn	Admit
5	695	程度	chéngdù	degree
5	696	成分	chéngfèn	component
5	697	成果	chéngguǒ	Achievements
5	698	成就	chéngjiù	achievement
5	699	成熟	chéngshú	mature
5	700	成长	chéngzhǎng	Grow up
5	701	吃亏	chīkuī	Suffer
5	702	迟早	chízǎo	sooner or later
5	703	池塘	chítáng	Pond
5	704	翅膀	chìbǎng	Wing
5	705	充电器	chōngdiànqì	Charger
5	706	充满	chōngmǎn	full of
5	707	抽屉	chōuti	drawer
5	708	臭	chòu	smelly
5	709	出版	chūbǎn	publish
5	710	出色	chūsè	excellent; outstanding
5	711	初级	chūjí	primary
5	712	传播	chuánbō	spread
5	713	传说	chuánshuō	Legend
5	714	窗帘	chuānglián	Window curtains
5	715	创造	chuàngzào	create
5	716	词汇	cíhuì	vocabulary
5	717	辞职	cízhí	Resignation
5	718	刺激	cìjī	stimulate
5	719	从此	cóngcǐ	from then on
5	720	从事	cóngshì	Be engaged in
5	721	促进	cùjìn	Promote
5	722	催	cuī	Reminder, urge
5	723	存在	cúnzài	existence
5	724	答应	dāying	promise
5	725	达到	dádào	Achieve
5	726	打交道	dǎjiāodao	Dealing with
5	727	打喷嚏	dǎpēntì	Sneeze
5	728	打听	dǎting	Inquire
5	729	大方	dàfang	generous
5	730	大型	dàxíng	large
5	731	呆	dāi	stay
5	732	代替	dàitì	replace
5	733	贷款	dàikuǎn	extend credit to; provide a loan
5	734	单纯	dānchún	Simple
5	735	单独	dāndú	Alone
5	736	单元	dānyuán	unit
5	737	胆小鬼	dǎnxiǎoguǐ	Coward
5	738	当地	dāngdì	Local
5	739	当心	dāngxīn	Watch out
5	740	挡	dǎng	block
5	741	岛屿	dǎoyǔ	Islands
5	742	导演	dǎoyǎn	director
5	743	导致	dǎozhì	cause
5	744	到达	dàodá	Arrive
5	745	道德	dàodé	Morality
5	746	等待	děngdài	wait for
5	747	的确	díquè	indeed; be certain to
5	748	地道	dìdao	tunnel
5	749	地理	dìlǐ	Geography
5	750	地区	dìqū	region
5	751	地位	dìwèi	status
5	752	点心	diǎnxin	snack
5	753	电台	diàntái	radio station
5	754	钓	diào	Fishing
5	755	洞	dòng	hole
5	756	豆腐	dòufu	Bean curd
5	757	独立	dúlì	Independent
5	758	断	duàn	break
5	759	堆	duī	heap
5	760	对方	duìfāng	the other party
5	761	对象	duìxiàng	object
5	762	兑换	duìhuàn	exchange
5	763	蹲	dūn	squat
5	764	多余	duōyú	surplus
5	765	躲藏	duǒcáng	Hide oneself
5	766	恶劣	èliè	Adverse
5	767	耳环	ěrhuán	Earrings
5	768	发愁	fāchóu	To be worried
5	769	发抖	fādǒu	Tremble
5	770	发明	fāmíng	Invention
5	771	翻	fān	Turn
5	772	反复	fǎnfù	Repeatedly
5	773	反映	fǎnyìng	reflect
5	774	方	fāng	square
5	775	仿佛	fǎngfú	as if
5	776	非	fēi	wrong; non
5	777	废话	fèihuà	Crap
5	778	分别	fēnbié	part
5	779	分配	fēnpèi	distribution
5	780	分析	fēnxī	Analysis
5	781	纷纷	fēnfēn	one after another
5	782	奋斗	fèndòu	Struggle
5	783	风格	fēnggé	style
5	784	风俗	fēngsú	Customs
5	785	疯狂	fēngkuáng	Insane
5	786	否定	fǒudìng	negative
5	787	幅	fú	classifier of picture
5	788	服装	fúzhuāng	costume; dress
5	789	辅导	fǔdǎo	Coach
5	790	妇女	fùnǚ	Woman
5	791	改革	gǎigé	reform
5	792	改善	gǎishàn	Improve
5	793	盖	gài	cover
5	794	概念	gàiniàn	concept
5	795	干脆	gāncuì	simply
5	796	干燥	gānzào	Dry
5	797	感激	gǎnjī	Appreciate
5	798	感受	gǎnshòu	feel
5	799	赶紧	gǎnjǐn	Quickly
5	800	钢铁	gāngtiě	steel
5	801	高档	gāodàng	High-grade
5	802	搞	gǎo	get
5	803	格外	géwài	especially
5	804	个别	gèbié	individual
5	805	个性	gèxìng	personality
5	806	根	gēn	root
5	807	公布	gōngbù	Publish
5	808	公元	gōngyuán	A.D.
5	809	公主	gōngzhǔ	princess
5	810	工程师	gōngchéngshī	Engineer
5	811	工人	gōngrén	Worker
5	812	恭喜	gōngxǐ	congratulations
5	813	贡献	gòngxiàn	contribution
5	814	构成	gòuchéng	constitute
5	815	姑姑	gūgu	aunt
5	816	古典	gǔdiǎn	classical
5	817	鼓舞	gǔwǔ	Inspire
5	818	股票	gǔpiào	shares; stock
5	819	固定	gùdìng	fixed
5	820	挂号	guàhào	Register
5	821	拐弯	guǎiwān	Turn
5	822	官	guān	officer
5	823	关闭	guānbì	close; shut
5	824	观点	guāndiǎn	viewpoint
5	825	管子	guǎnzi	pipe
5	826	光临	guānglín	presence
5	827	光盘	guāngpán	CD
5	828	广场	guǎngchǎng	square
5	829	广泛	guǎngfàn	widely
5	830	规矩	guīju	Rules
5	831	规模	guīmó	scale
5	832	归纳	guīnà	Induce
5	833	柜台	guìtái	Counter
5	834	锅	guō	pot
5	835	国王	guówáng	king
5	836	果然	guǒrán	Sure enough
5	837	过分	guòfèn	excessive
5	838	过期	guòqī	Be overdue
5	839	哈	hā	ah
5	840	海关	hǎiguān	Customs
5	841	喊	hǎn	shout
5	842	行业	hángyè	industry
5	843	好客	hàokè	Hospitable
5	844	和平	hépíng	peace
5	845	何况	hékuàng	Not to mention
5	846	合影	héyǐng	Group photo
5	847	核心	héxīn	core
5	848	后果	hòuguǒ	Consequence
5	849	忽然	hūrán	suddenly
5	850	呼吸	hūxī	breathing
5	851	蝴蝶	húdié	Butterfly
5	852	胡同	hútòng	Hutong
5	853	华裔	huáyì	Chinese born
5	854	滑	huá	slippery
5	855	化学	huàxué	Chemistry
5	856	缓解	huǎnjiě	relieve
5	857	幻想	huànxiǎng	fantasy
5	858	挥	huī	Essential
5	859	灰尘	huīchén	dust
5	860	恢复	huīfù	recovery
5	861	汇率	huìlǜ	exchange rate
5	862	婚姻	hūnyīn	Marriage
5	863	火柴	huǒchái	Match
5	864	激烈	jīliè	fierce
5	865	肌肉	jīròu	muscle
5	866	极其	jíqí	extremely
5	867	集体	jítǐ	collective
5	868	急忙	jímáng	Hastily
5	869	记录	jìlù	Record
5	870	计算	jìsuàn	Calculation
5	871	系领带	jìlǐngdài	wear a tie
5	872	纪律	jìlǜ	discipline
5	873	寂寞	jìmò	lonely
5	874	家庭	jiātíng	Family
5	875	家乡	jiāxiāng	Hometown
5	876	夹子	jiāzi	Clip
5	877	假设	jiǎshè	in case of
5	878	嫁	jià	get married to
5	879	价值	jiàzhí	value
5	880	肩膀	jiānbǎng	shoulder
5	881	坚决	jiānjué	firm, determined
5	882	艰巨	jiānjù	arduous
5	883	兼职	jiānzhí	Part-time job
5	884	简历	jiǎnlì	resume
5	885	剪刀	jiǎndāo	scissors
5	886	建立	jiànlì	establish
5	887	讲究	jiǎngjiu	Pay attention to; daintily
5	888	交际	jiāojì	communication
5	889	胶水	jiāoshuǐ	glue
5	890	狡猾	jiǎohuá	cunning
5	891	教练	jiàoliàn	coach
5	892	接触	jiēchù	Contact
5	893	接近	jiējìn	near
5	894	阶段	jiēduàn	stage
5	895	戒指	jièzhi	Ring
5	896	金属	jīnshǔ	Metal
5	897	进口	jìnkǒu	Imported
5	898	尽力	jìnlì	Try the best
5	899	精力	jīnglì	energy
5	900	经商	jīngshāng	be in business; trade
5	901	经营	jīngyíng	Management
5	902	酒吧	jiǔbā	Bar
5	903	救护车	jiùhùchē	Ambulance
5	904	居然	jūrán	actually
5	905	具体	jùtǐ	specific
5	906	俱乐部	jùlèbù	Club
5	907	据说	jùshuō	allegedly; it`s said
5	908	捐	juān	Donate
5	909	决心	juéxīn	Determination
5	910	角色	juésè	role
5	911	均匀	jūnyún	uniformity
5	912	卡车	kǎchē	Truck
5	913	开发	kāifā	Development
5	914	开幕式	kāimùshì	The opening ceremony
5	915	看望	kànwàng	visit
5	916	靠	kào	lean
5	917	颗	kē	pellet (measure word)
5	918	可靠	kěkào	reliable
5	919	课程	kèchéng	curriculum
5	920	克服	kèfú	Overcome
5	921	刻苦	kèkǔ	Hardworking
5	922	空间	kōngjiān	space
5	923	空闲	kòngxián	free
5	924	夸张	kuāzhāng	exagerate
5	925	会计	kuàijì	accountant
5	926	宽	kuān	wide
5	927	昆虫	kūnchóng	insect
5	928	拦	lán	Stop
5	929	朗读	lǎngdú	Reading aloud
5	930	劳驾	láojià	Excuse me
5	931	老百姓	lǎobǎixìng	Ordinary people
5	932	老实	lǎoshi	honest
5	933	老婆	lǎopó	wife
5	934	乐观	lèguān	optimistic
5	935	雷	léi	Thunder
5	936	类型	lèixíng	type
5	937	冷淡	lěngdàn	cool attitude
5	938	梨	lí	pear
5	939	离婚	líhūn	divorce
5	940	厘米	límǐ	centimeter
5	941	立即	lìjí	immediately
5	942	利润	lìrùn	profit
5	943	利益	lìyì	interest
5	944	连续	liánxù	serial
5	945	恋爱	liàn’ài	Love, in love
5	946	良好	liánghǎo	good
5	947	粮食	liángshi	foodstuff
5	948	亮	liàng	bright
5	949	铃	líng	bell
5	950	零件	língjiàn	Spare parts
5	951	零食	língshí	snacks
5	952	领导	lǐngdǎo	Leader
5	953	流泪	liúlèi	Shed tears
5	954	陆续	lùxù	One after another
5	955	录音	lùyīn	Sound recording
5	956	轮流	lúnliú	take turns
5	957	逻辑	luóji	logic
5	958	馒头	mántou	Steamed buns
5	959	毛病	máobìng	Trouble
5	960	矛盾	máodùn	contradiction
5	961	贸易	màoyì	Trade
5	962	媒体	méitǐ	media
5	963	煤炭	méitàn	coal
5	964	魅力	mèilì	charm
5	965	梦想	mèngxiǎng	Dream
5	966	蜜蜂	mìfēng	honeybee
5	967	密切	mìqiè	close
5	968	秘书	mìshū	secretary
5	969	面积	miànjī	The measure of area
5	970	描写	miáoxiě	describe
5	971	敏感	mǐngǎn	Sensitive
5	972	明星	míngxīng	Star
5	973	名片	míngpiàn	business card
5	974	命运	mìngyùn	fate, destiny
5	975	模仿	mófǎng	imitate
5	976	模特	mótè	model
5	977	陌生	mòshēng	strange
5	978	目前	mùqián	at present
5	979	难怪	nánguài	no wonder
5	980	内部	nèibù	interior
5	981	嗯	en	Well
5	982	念	niàn	Read
5	983	浓	nóng	strong
5	984	农民	nóngmín	farmer
5	985	欧洲	Ōuzhōu	Europe
5	986	偶然	ǒurán	accidental
5	987	拍	pāi	beat
5	988	盼望	pànwàng	look forward to
5	989	培训	péixùn	Train
5	990	佩服	pèifu	Admire
5	991	盆	pén	basin, pot
5	992	碰	pèng	touch, meet
5	993	批	pī	batch
5	994	批准	pīzhǔn	Approval
5	995	疲劳	píláo	fatigue
5	996	匹	pǐ	Horse (meaure word)
5	997	片	piàn	slice
5	998	飘	piāo	Gone with the wind
5	999	频道	píndào	channel
5	1000	凭	píng	By
5	1001	平安	píng’ān	sound and safe
5	1002	平等	píngděng	equality
5	1003	平衡	pínghéng	balance
5	1004	平均	píngjūn	Average
5	1005	破产	pòchǎn	bankruptcy
5	1006	迫切	pòqiè	urgent
5	1007	期间	qījiān	Period
5	1008	其余	qíyú	Rest
5	1009	企业	qǐyè	enterprise
5	1010	前途	qiántú	future
5	1011	欠	qiàn	owe
5	1012	墙	qiáng	wall
5	1013	强烈	qiángliè	strong
5	1014	切	qiē	cut
5	1015	亲自	qīnzì	personally
5	1016	青	qīng	young
5	1017	青少年	qīngshàonián	Teenagers
5	1018	轻易	qīngyì	easily
5	1019	清淡	qīngdàn	light
5	1020	情景	qíngjǐng	scene
5	1021	情绪	qíngxù	emotion
5	1022	庆祝	qìngzhù	Celebrate
5	1023	娶	qǔ	marry
5	1024	取消	qǔxiāo	cancel
5	1025	圈	quān	circle
5	1026	全面	quánmiàn	comprehensive
5	1027	权利	quánlì	right, interest
5	1028	确定	quèdìng	Determine
5	1029	热烈	rèliè	warm
5	1030	人口	rénkǒu	population
5	1031	人民币	rénmínbì	RMB
5	1032	人事	rénshì	Personnel matters
5	1033	人员	rényuán	personnel
5	1034	日常	rìcháng	daily
5	1035	日期	rìqī	Date
5	1036	日子	rìzi	life, days
5	1037	如今	rújīn	nowadays
5	1038	软	ruǎn	soft
5	1039	弱	ruò	weak
5	1040	色彩	sècǎi	color
5	1041	杀	shā	kill
5	1042	沙漠	shāmò	Desert
5	1043	傻	shǎ	silly
5	1044	删除	shānchú	delete
5	1045	善良	shànliáng	kind; virtuous
5	1046	扇子	shànzi	Fan
5	1047	商业	shāngyè	business
5	1048	上当	shàngdàng	When
5	1049	蛇	shé	snake
5	1050	设备	shèbèi	equipment
5	1051	设施	shèshī	facilities
5	1052	射击	shèjī	Shooting
5	1053	身材	shēncái	figure
5	1054	神话	shénhuà	Myth
5	1055	升	shēng	rise
5	1056	生产	shēngchǎn	production
5	1057	声调	shēngdiào	Tone
5	1058	绳子	shéngzi	Rope
5	1059	省略	shěnglüè	ellipsis
5	1060	胜利	shènglì	victory
5	1061	失去	shīqù	Lose
5	1062	失业	shīyè	Unemployment
5	1063	湿润	shīrùn	Moist
5	1064	时差	shíchā	time difference
5	1065	时刻	shíkè	time
5	1066	时期	shíqī	period
5	1067	实话	shíhuà	The truth
5	1068	实践	shíjiàn	practice
5	1069	实现	shíxiàn	Realization
5	1070	实用	shíyòng	Practical
5	1071	食物	shíwù	food
5	1072	士兵	shìbīng	soldiers
5	1073	似的	shìde	Likely
5	1074	事实	shìshí	Fact
5	1075	事先	shìxiān	Prior
5	1076	收获	shōuhuò	Harvest
5	1077	手套	shǒutào	glove
5	1078	手指	shǒuzhǐ	finger
5	1079	蔬菜	shūcài	Vegetables
5	1080	舒适	shūshì	Comfortable
5	1081	梳子	shūzi	comb
5	1082	属于	shǔyú	belong to
5	1083	数	shǔ	to count
5	1084	甩	shuǎi	Rejection
5	1085	说不定	shuōbudìng	maybe
5	1086	撕	sī	tear
5	1087	丝毫	sīháo	A bit
5	1088	思考	sīkǎo	Reflection
5	1089	私人	sīrén	private
5	1090	搜索	sōusuǒ	search
5	1091	宿舍	sùshè	dormitory
5	1092	随时	suíshí	at any time
5	1093	随手	suíshǒu	Readily
5	1094	缩短	suōduǎn	Shorten
5	1095	所	suǒ	place
5	1096	太太	tàitai	Ma’am
5	1097	谈判	tánpàn	negotiation
5	1098	坦率	tǎnshuài	frank
5	1099	烫	tàng	Hot
5	1100	桃	táo	peach
5	1101	逃避	táobì	escape
5	1102	特殊	tèshū	special
5	1103	特征	tèzhēng	Features
5	1104	疼爱	téng’ài	Love dearly
5	1105	提纲	tígāng	outline
5	1106	提问	tíwèn	Put questions to
5	1107	体会	tǐhuì	Experience
5	1108	体现	tǐxiàn	Reflect
5	1109	调皮	tiáopí	naughty
5	1110	挑战	tiǎozhàn	challenge
5	1111	痛苦	tòngkǔ	Pain
5	1112	投入	tóurù	put into
5	1113	透明	tòumíng	transparent
5	1114	土地	tǔdì	land
5	1115	吐	tù	spit
5	1116	团	tuán	group
5	1117	推广	tuīguǎng	Extension
5	1118	退步	tuìbù	Backward
5	1119	歪	wāi	Crooked
5	1120	外交	wàijiāo	International Relations
5	1121	完美	wánměi	perfect
5	1122	完善	wánshàn	perfect
5	1123	王子	wángzǐ	prince
5	1124	往返	wǎngfǎn	Return
5	1125	网络	wǎngluò	network
5	1126	危害	wēihài	Harm
5	1127	微笑	wēixiào	Smile
5	1128	违反	wéifǎn	Violation
5	1129	围巾	wéijīn	scarf
5	1130	唯一	wéiyī	Only
5	1131	伟大	wěidà	great
5	1132	胃口	wèikǒu	Appetite
5	1133	位置	wèizhì	position
5	1134	未来	wèilái	Future
5	1135	温暖	wēnnuǎn	warm
5	1136	闻	wén	smell
5	1137	文件	wénjiàn	file
5	1138	文明	wénmíng	civilization
5	1139	文字	wénzì	writing, character
5	1140	吻	wěn	kiss
5	1141	握手	wòshǒu	Handshake
5	1142	屋子	wūzi	House
5	1143	无奈	wúnài	have no choice
5	1144	无所谓	wúsuǒwèi	cannot be designated as
5	1145	武术	wǔshù	A martial art
5	1146	雾	wù	Fog
5	1147	物理	wùlǐ	Physics
5	1148	吸收	xīshōu	absorb
5	1149	系	xì	department
5	1150	细节	xìjié	details
5	1151	瞎	xiā	blind
5	1152	鲜艳	xiānyàn	Colorful
5	1153	显得	xiǎnde	Appear, seem
5	1154	显示	xiǎnshì	display
5	1155	现代	xiàndài	modern
5	1156	现实	xiànshí	reality
5	1157	限制	xiànzhì	limit
5	1158	相处	xiāngchǔ	Get along with
5	1159	相对	xiāngduì	Relative
5	1160	相关	xiāngguān	correlate
5	1161	想象	xiǎngxiàng	imagine
5	1162	项	xiàng	term
5	1163	项目	xiàngmù	project
5	1164	象棋	xiàngqí	Xiangqi
5	1165	消费	xiāofèi	consumption
5	1166	消化	xiāohuà	Digestion
5	1167	销售	xiāoshòu	Sale
5	1168	小麦	xiǎomài	Wheat
5	1169	效率	xiàolǜ	efficiency
5	1170	歇	xiē	Rest
5	1171	欣赏	xīnshǎng	Appreciate
5	1172	信号	xìnhào	signal
5	1173	行动	xíngdòng	Get some action
5	1174	行人	xíngrén	pedestrian
5	1175	形成	xíngchéng	formation
5	1176	形式	xíngshì	form
5	1177	形象	xíngxiàng	image
5	1178	性质	xìngzhì	Nature
5	1179	幸亏	xìngkuī	Thanks
5	1180	胸	xiōng	chest
5	1181	修改	xiūgǎi	modify
5	1182	休闲	xiūxián	Leisure time
5	1183	叙述	xùshù	Narration
5	1184	宣传	xuānchuán	Propaganda
5	1185	学历	xuélì	education degree
5	1186	学问	xuéwen	knowledge
5	1187	血	xuè	blood
5	1188	寻找	xúnzhǎo	Seek, look for
5	1189	迅速	xùnsù	rapid
5	1190	延长	yáncháng	extend
5	1191	严肃	yánsù	serious
5	1192	演讲	yǎnjiǎng	speech
5	1193	阳台	yángtái	balcony
5	1194	摇	yáo	shake
5	1195	要不	yàobù	Or
5	1196	业务	yèwù	business
5	1197	一辈子	yíbèizi	A lifetime
5	1198	一律	yílǜ	all and singular
5	1199	移动	yídòng	move
5	1200	遗憾	yíhàn	pity
5	1201	乙	yǐ	
5	1202	以及	yǐjí	as well as
5	1203	亿	yì	Billion
5	1204	意义	yìyì	Significance
5	1205	因而	yīn’ér	thus
5	1206	银	yín	silver
5	1207	印刷	yìnshuā	printing
5	1208	英雄	yīngxióng	Hero
5	1209	迎接	yíngjiē	meet, welcome
5	1210	营业	yíngyè	Do business
5	1211	影子	yǐngzi	shadow
5	1212	硬件	yìngjiàn	Hardware
5	1213	拥抱	yōngbào	embrace
5	1214	用途	yòngtú	purpose
5	1215	优美	yōuměi	Graceful
5	1216	游览	yóulǎn	visit
5	1217	犹豫	yóuyù	hesitate
5	1218	幼儿园	yòu’éryuán	Kindergarten
5	1219	与其	yǔqí	Rather than
5	1220	语气	yǔqì	tone
5	1221	预订	yùdìng	book; subscribe for
5	1222	玉米	yùmǐ	Corn
5	1223	原料	yuánliào	raw material
5	1224	原则	yuánzé	Principle
5	1225	乐器	yuèqì	instrument
5	1226	运输	yùnshū	transport
5	1227	在于	zàiyú	rest with
5	1228	赞美	zànměi	Praise
5	1229	则	zé	be
5	1230	摘	zhāi	pick
5	1231	粘贴	zhāntiē	paste
5	1232	展览	zhǎnlǎn	exhibition
5	1233	占	zhàn	occupy
5	1234	战争	zhànzhēng	War
5	1235	长辈	zhǎngbèi	Elder
5	1236	涨	zhǎng	rise
5	1237	招待	zhāodài	Entertain
5	1238	着火	zháohuǒ	on fire
5	1239	着凉	zháoliáng	get cold
5	1240	召开	zhàokāi	convene
5	1241	照常	zhàocháng	as usual
5	1242	哲学	zhéxué	Philosophy
5	1243	真实	zhēnshí	real
